change_date,total_shares_10k,reason
1999-03-12,80000.0,A股上市
1999-05-12,80000.0,配售股份上市
1999-06-30,80000.0,定期报告
1999-12-31,80000.0,定期报告
2000-06-30,80000.0,定期报告
2000-12-31,80000.0,定期报告
2001-06-30,80000.0,定期报告
2001-12-31,80000.0,定期报告
2002-06-30,80000.0,定期报告
2002-12-31,80000.0,定期报告
2003-06-30,80000.0,定期报告
2003-12-31,80000.0,定期报告
2004-06-30,80000.0,定期报告
2004-12-31,80000.0,定期报告
2005-06-30,80000.0,定期报告
2005-12-31,80000.0,定期报告
2006-04-28,80000.0,股权分置
2006-06-30,80000.0,定期报告
2006-10-30,100728.2534,增发新股上市
2006-12-31,100728.2534,定期报告
2007-06-30,100728.2534,定期报告
2007-12-31,100728.2534,定期报告
2008-06-30,100728.2534,定期报告
2008-12-31,100728.2534,定期报告
2009-05-20,100728.2534,股权分置受限股份上市
2009-06-30,100728.2534,定期报告
2009-10-30,100728.2534,限售股份上市
2009-12-31,100728.2534,定期报告
2010-06-30,100728.2534,定期报告
2010-12-31,100728.2534,定期报告
2011-06-30,100728.2534,定期报告
2011-12-31,100728.2534,定期报告
2012-06-30,100728.2534,定期报告
2012-12-31,100728.2534,定期报告
2013-06-30,100728.2534,定期报告
2013-12-31,100728.2534,定期报告
2014-06-30,100728.2534,定期报告
2014-12-31,100728.2534,定期报告
2015-06-30,100728.2534,定期报告
2015-12-31,100728.2534,定期报告
2016-06-30,100728.2534,定期报告
2016-12-31,100728.2534,定期报告
2017-06-30,100728.2534,定期报告
2017-12-31,100728.2534,定期报告
2018-06-30,100728.2534,定期报告
2018-12-31,100728.2534,定期报告
2019-06-30,100728.2534,定期报告
2019-12-31,100728.2534,定期报告
2020-06-30,100728.2534,定期报告
2020-12-31,100728.2534,定期报告
2021-06-30,100728.2534,定期报告
2021-12-31,100728.2534,定期报告
2022-06-30,100728.2534,定期报告
2022-12-31,100728.2534,定期报告
2023-06-30,100728.2534,定期报告
2023-12-31,100728.2534,定期报告
2024-06-30,100728.2534,定期报告
2024-12-31,100728.2534,定期报告
2025-06-30,100728.2534,定期报告
