date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav
2023-01-11,0.0,cash,cash,False,998.962567067382,6486.9,-0.012503090273584427,-0.008149597871624725,-0.011499504742413458,0.01021914633842469,-0.021718651080838147,,0.8965420317969209,0.0,0.0,1.0,,,0.0,1.0
2023-01-12,0.0,cash,cash,False,1001.0413008174468,6489.57,0.0020808925365114472,0.0004115987605790572,-0.012477313295411685,0.0006321824015838029,-0.013109495696995488,,0.7558029192808299,0.0,0.0,1.0,,,0.0,1.0
2023-01-13,0.0,cash,cash,False,1002.3510034017274,6517.51,0.0013083402085520834,0.004305370001402409,-0.006813718731856544,0.0026444851945750525,-0.009458203926431596,,0.8055698372917486,0.0,0.0,1.0,,,0.0,1.0
2023-01-16,0.0,cash,cash,False,1015.7901290743548,6591.81,0.013407604349193303,0.011400059225072257,-0.0004335493956575398,0.008577439467543968,-0.009010988863201508,,0.41927472382816056,0.0,0.0,1.0,,,0.0,1.0
2023-01-17,0.0,cash,cash,False,1013.2954490617934,6597.49,-0.0024559010184856955,0.000861675321345734,0.0016652851426286475,0.008759670958074617,-0.007094385815445969,,0.34778977926198745,0.0,0.0,1.0,,,0.0,1.0
2023-01-18,0.0,cash,long_microcap_short_zz1000,True,1024.426019607154,6613.01,0.010984526335005684,0.002352409780083109,0.025489896597951756,0.019440718987497885,0.006049177610453871,,0.11890241292484441,0.0,0.0,1.0,,,0.0,1.0
2023-01-19,-0.0035184712403326986,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1030.8991518829264,6676.08,0.006318789401946745,0.009537260642279444,0.029826792402169344,0.02873996274021251,0.001086829661956834,,0.38707159714292805,0.0003,-0.0032184712403326987,1.0,,,-0.0035184712403326986,0.9964815287596673
2023-01-20,-0.002169501653420036,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1038.3557953504362,6736.85,0.0072331454089280545,0.00910264706234809,0.035920343099889784,0.033653956802521146,0.002266386297368639,,0.08500720801605759,0.0003,-0.001869501653420036,1.0,,,-0.002169501653420036,0.9943196604354207
2023-01-30,0.01283787217496154,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1059.642466646298,6786.45,0.02050036354704199,0.007362491372080449,0.04317066716517903,0.02952755009625574,0.013643117068923294,,0.5001064519374614,0.0003,0.01313787217496154,1.0,,,0.01283787217496154,1.007084609137142
2023-01-31,0.003252282487943037,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1066.3467493259864,6805.28,0.0063269290262657485,0.0027746465383227115,0.05235521418093114,0.031495311095583345,0.020859903085347797,,0.5665721977851165,0.0003,0.003552282487943037,1.0,,,0.003252282487943037,1.0103599327753157
2023-02-01,0.0036558996605784103,long_microcap_short_zz1000,long_microcap_short_zz1000,True,1088.027092786784,6916.72,0.02033141984490605,0.01637552018432764,0.06208459367716901,0.045926136509698345,0.016158457167470663,,0.8847100172265876,0.0003,0.00395589966057841,1.0,,,0.0036558996605784103,1.014053707310611
