rule,full_annual,full_vol,full_sharpe,full_max_dd,full_total_return,full_annual_delta,full_sharpe_delta,full_max_dd_delta,last_10y_annual,last_10y_vol,last_10y_sharpe,last_10y_max_dd,last_10y_total_return,last_10y_annual_delta,last_10y_sharpe_delta,last_10y_max_dd_delta,last_5y_annual,last_5y_vol,last_5y_sharpe,last_5y_max_dd,last_5y_total_return,last_5y_annual_delta,last_5y_sharpe_delta,last_5y_max_dd_delta,last_3y_annual,last_3y_vol,last_3y_sharpe,last_3y_max_dd,last_3y_total_return,last_3y_annual_delta,last_3y_sharpe_delta,last_3y_max_dd_delta,last_1y_annual,last_1y_vol,last_1y_sharpe,last_1y_max_dd,last_1y_total_return,last_1y_annual_delta,last_1y_sharpe_delta,last_1y_max_dd_delta,family,direction,ma,days,scale,trigger_days,score_3_5_10,robust_pass
zz2000_and_cyb_below_ma53_days13:scale0.00,31.445802754587504,11.09271102493257,2.6172127767573463,-10.784572152037075,8364.12342091562,0.37826833101812696,0.16256543320578531,1.4170402891126255,33.84889001314071,12.742057871246592,2.4413319860596827,-10.784572152037086,1744.9067247036212,2.0033417991789157,0.26230351263646945,1.4170402891126148,38.896332586895824,15.10153809135993,2.3458648709127017,-10.784572152037065,416.840130491612,6.74833378366047,0.48170947614058957,1.4170402891126699,34.001576664036136,14.207168941674977,2.229968539105885,-10.784572152037075,140.66710116170742,6.683712967061627,0.5220268333996869,1.4170402891126486,24.73370746364669,14.057117410305398,1.7204172851715418,-9.53287936099545,24.714839955947298,6.897638205187693,0.5239849187378416,2.668733080154306,zz2000_and_cyb,below,53.0,13.0,0.0,311.0,0.44553167939099686,True
zz2000_and_cyb_below_ma54_days13:scale0.00,31.33943195271618,11.093203133863005,2.609512354461432,-10.784572152037097,8253.620386133545,0.271897529146802,0.15486501090987081,1.4170402891126042,33.84889001314071,12.742057871246592,2.4413319860596827,-10.784572152037086,1744.9067247036212,2.0033417991789157,0.26230351263646945,1.4170402891126148,38.896332586895824,15.10153809135993,2.3458648709127017,-10.784572152037065,416.840130491612,6.74833378366047,0.48170947614058957,1.4170402891126699,34.001576664036136,14.207168941674977,2.229968539105885,-10.784572152037075,140.66710116170742,6.683712967061627,0.5220268333996869,1.4170402891126486,24.73370746364669,14.057117410305398,1.7204172851715418,-9.53287936099545,24.714839955947298,6.897638205187693,0.5239849187378416,2.668733080154306,zz2000_and_cyb,below,54.0,13.0,0.0,316.0,0.44476163716140543,True
zz2000_and_cyb_below_ma55_days13:scale0.00,31.184572382303386,11.114811677956968,2.593620977412754,-10.784572152037097,8095.16277709212,0.11703795873400935,0.13897363386119288,1.4170402891126042,33.592766952144636,12.772721714691041,2.420189815293342,-10.784572152037109,1709.9111784628183,1.7472187381828412,0.2411613418701286,1.4170402891125917,38.09852290994864,15.162592090007152,2.297362673271541,-10.784572152037065,402.16820646552816,5.950524106713289,0.43320727849942875,1.4170402891126699,32.721675127834146,14.31453239057871,2.1440254039437057,-10.784572152037075,133.83510570411067,5.403811430859637,0.43608369823750737,1.4170402891126486,21.190408717165354,14.374930414937042,1.475025916776264,-9.53287936099545,21.174467316890812,3.354339458706356,0.27859355034256383,2.668733080154306,zz2000_and_cyb,below,55.0,13.0,0.0,317.0,0.39188819882210024,True
zz2000_and_cyb_below_ma53_days13:scale0.25,31.36899197588985,11.133331910594418,2.60260968921435,-10.29739237235171,8284.192130169611,0.3014575523204712,0.1479623456627892,1.90422006879799,33.37306164643259,12.80011400014429,2.4019073230657675,-10.297392372351744,1680.3688965150463,1.5275134324707942,0.22287884964255422,1.9042200687979562,37.22394660787145,15.194058851243083,2.2492427366474637,-10.297392372351766,386.4693273232361,5.075947804636094,0.38508734187535154,1.9042200687979687,32.344076518716356,14.315090314974,2.123060163517107,-10.29739237235171,131.84451496576978,5.026212821741847,0.41511845781090884,1.904220068798013,23.014207991329783,14.167760322085565,1.6051813659022933,-9.53287936099545,22.99676919132121,5.178138732870785,0.4087489994685931,2.668733080154306,zz2000_and_cyb,below,53.0,13.0,0.25,311.0,0.37371999562334457,True
zz2000_and_cyb_below_ma54_days13:scale0.25,31.28933685553097,11.132525433830848,2.5971243999471256,-10.297392372351766,8202.04946690312,0.2218024319615921,0.14247705639556463,1.904220068797935,33.37306164643259,12.80011400014429,2.4019073230657675,-10.297392372351744,1680.3688965150463,1.5275134324707942,0.22287884964255422,1.9042200687979562,37.22394660787145,15.194058851243083,2.2492427366474637,-10.297392372351766,386.4693273232361,5.075947804636094,0.38508734187535154,1.9042200687979687,32.344076518716356,14.315090314974,2.123060163517107,-10.29739237235171,131.84451496576978,5.026212821741847,0.41511845781090884,1.904220068798013,23.014207991329783,14.167760322085565,1.6051813659022933,-9.53287936099545,22.99676919132121,5.178138732870785,0.4087489994685931,2.668733080154306,zz2000_and_cyb,below,54.0,13.0,0.25,316.0,0.3731714666966221,True
zz2000_and_cyb_below_ma57_days13:scale0.00,30.913964798935623,11.088581712717588,2.580126294843946,-10.784572152037075,7825.018355941013,-0.15356962463375368,0.12547895129238507,1.4170402891126255,33.516495137328306,12.742045718108535,2.4210463084920533,-10.784572152037097,1699.6058082385994,1.670946923366511,0.24201783506884,1.4170402891126042,37.54474146538096,15.108428170567635,2.2772787084950172,-10.784572152037109,392.18139960928704,5.396742662145606,0.4131233137229051,1.4170402891126255,32.4321689893675,14.191274582885155,2.1452671367981604,-10.784572152037075,132.30789848662545,5.114305292392988,0.4373254310919621,1.4170402891126486,20.47456725994541,13.998803795817999,1.466395011609976,-9.53287936099544,20.45920847513014,2.6384980014864112,0.2699626451762758,2.6687330801543165,zz2000_and_cyb,below,57.0,13.0,0.0,330.0,0.368758285568862,True
zz2000_and_cyb_below_ma56_days13:scale0.00,30.80444592866023,11.11575521513428,2.566262551979978,-10.784572152037097,7718.080988545478,-0.2630884949091481,0.11161520842841721,1.4170402891126042,33.33520453404033,12.780520270375872,2.403089821597188,-10.784572152037065,1675.322570164009,1.4896563200785344,0.22406134817397483,1.4170402891126361,37.483887038072524,15.179480612753323,2.264287824887381,-10.784572152037065,391.0937232063849,5.335888234837171,0.4001324301152689,1.4170402891126699,32.334564925332266,14.317577993481056,2.122207064871309,-10.784572152037075,131.79451903020495,5.016701228357757,0.41426535916511087,1.4170402891126486,20.132106655145133,14.381580809973176,1.410365009136138,-9.53287936099544,20.117025567586744,2.2960373966861347,0.21393264270243773,2.6687330801543165,zz2000_and_cyb,below,56.0,13.0,0.0,323.0,0.3402108924388825,True
zz2000_and_cyb_below_ma55_days13:scale0.25,31.172673115982107,11.151525840034033,2.5846029861393855,-10.297392372351744,8083.10447324499,0.10513869241273,0.12995564258782455,1.9042200687979562,33.18070601599017,12.827019118828309,2.3854435668440095,-10.297392372351755,1654.8612230243762,1.3351578020283732,0.20641509342079623,1.9042200687979456,36.630253692437535,15.247581328836352,2.212195983819779,-10.297392372351766,376.03797253517683,4.482254889202181,0.34804058904766677,1.9042200687979687,31.39149930742835,14.409237923928497,2.057576624874638,-10.29739237235171,126.87307636638087,4.073635610453842,0.3496349191684396,1.904220068798013,20.37462891594184,14.447628072294592,1.419234134595928,-9.53287936099545,20.359351238827728,2.5385596574828426,0.22280176816222785,2.668733080154306,zz2000_and_cyb,below,55.0,13.0,0.25,317.0,0.33274097205694253,True
zz2000_and_cyb_below_ma60_days13:scale0.00,30.786685849724616,11.044609787703557,2.5808070252839728,-10.784572152037086,7700.867665368896,-0.2808485738447608,0.12615968173241177,1.4170402891126148,33.30581453880181,12.68001114129263,2.419329452657861,-10.784572152037075,1671.4137847232357,1.460266324840017,0.24030097923464755,1.4170402891126255,36.065773558525564,14.99066689855299,2.2186944008035914,-10.784572152037086,366.2865936669185,3.9177747552902105,0.35453900603147925,1.4170402891126486,31.371825629638295,14.084480519991452,2.100628130915248,-10.784572152037075,126.77115704498601,4.0539619326637855,0.3926864252090496,1.4170402891126486,21.296967648844635,14.026317844541108,1.5147246018316967,-9.53287936099544,21.280939273746746,3.460898390385637,0.31829223539799645,2.6687330801543165,zz2000_and_cyb,below,60.0,13.0,0.0,346.0,0.31962693277390725,True
zz2000_and_cyb_below_ma57_days13:scale0.25,30.970479382431648,11.125060361148877,2.5760652179621024,-10.297392372351755,7880.736233217474,-0.09705504113772889,0.12141787441054142,1.9042200687979456,33.12470468582678,12.796162908851105,2.387466819756917,-10.297392372351744,1647.497137157698,1.279156471864983,0.20843834633370362,1.9042200687979562,36.221499621404064,15.193430034625441,2.1989413409005967,-10.297392372351755,368.96064542046946,4.073500818168711,0.33478594612848456,1.9042200687979793,31.18104269329538,14.290843836208984,2.0616654651089137,-10.29739237235171,125.78439060127971,3.8631789963208725,0.3537237594027154,1.904220068798013,19.853468967157895,14.090922147788504,1.4192050086050212,-9.53287936099546,19.83861333107766,2.017399708698896,0.22277264217132098,2.6687330801542952,zz2000_and_cyb,below,57.0,13.0,0.25,330.0,0.3193783107683057,True
